Year,Month,Country_of_Origin,Purpose,Primary_District,Accommodation_Type,Duration_Days,Group_Size,Age,Prior_Visits_SL,Season,Crisis_Period,Monthly_Arrivals
2019,12,Canada,Adventure,Knuckles Range,3-Star,13.0,5,63.0,0,Wet Season,0,206763
2018,6,Germany,Leisure,Bentota,3-Star,10.0,3,59.0,1,Dry Season,0,149003
2017,8,United Kingdom,Cultural,Kandy,4-Star,7.0,3,36.0,0,Dry Season,0,171397
2017,3,Other,Cultural,Anuradhapura,Hostel,,3,36.0,3,Wet Season,0,203909
2016,3,Australia,Adventure,Nuwara Eliya,Eco-Lodge,10.0,4,55.0,1,Wet Season,0,187502
2018,8,India,VFR,Gampaha,Hostel,12.0,6,62.0,0,Dry Season,0,188723
2017,7,India,Business,Colombo,Budget Hotel,3.0,1,35.0,0,Dry Season,0,167194
2019,8,Other,Adventure,Sigiriya,3-Star,12.0,1,31.0,1,Dry Season,0,158486
2019,4,Other,Cultural,Anuradhapura,3-Star,8.0,2,35.0,0,Wet Season,1,32886
2019,1,Indai,Leisure,Galle,4-Star,13.0,2,51.0,3,Wet Season,0,196142
2023,4,United Kingdom,Leisure,Mirissa,Eco-Lodge,9.0,2,53.0,1,Wet Season,0,105685
2019,11,India,Business,Gampaha,5-Star,3.0,2,42.0,1,Wet Season,0,159045
2018,11,Maldives,Leisure,Bentota,Budget Hotel,9.0,1,26.0,3,Wet Season,0,186630
2015,6,Other,Cultural,Kandy,Eco-Lodge,4.0,6,35.0,2,Dry Season,0,125891
2018,7,China,Shopping,Gampaha,Boutique,4.0,3,41.0,0,Dry Season,0,186923
2019,11,Canada,Cultural,Polonnaruwa,Hostel,8.0,2,43.0,0,Wet Season,0,157005
2015,7,Other,Cultural,Anuradhapura,Budget Hotel,8.0,1,44.0,2,Dry Season,0,142594
2017,6,Germany,Leisure,Bentota,3-Star,11.0,3,26.0,0,Dry Season,0,150540
2022,8,France,Leisure,Bentota,Budget Hotel,10.0,4,57.0,4,Dry Season,0,62651
2015,6,India,VFR,Colombo,Eco-Lodge,8.0,1,31.0,0,Dry Season,0,121459
2017,9,United Kingdom,Adventure,Ella,Homestay,10.0,5,34.0,2,Dry Season,0,124939
2015,11,Germany,Cultural,Anuradhapura,Homestay,5.0,1,58.0,0,Wet Season,0,159539
2019,6,Netherlands,Leisure,Bentota,5-Star,7.0,4,21.0,0,Dry Season,0,66414
2018,1,India,Leisure,Colombo,3-Star,9.0,2,54.0,4,Wet Season,0,255202
2023,9,Maldives,Transit,Colombo,Eco-Lodge,2.0,2,46.0,0,Dry Season,0,102842
2016,2,Germany,Cultural,Anuradhapura,3-Star,,2,38.0,0,Wet Season,0,192914
2015,1,Japan,Eco-Tourism,Knuckles Range,5-Star,6.0,2,18.0,1,Wet Season,0,176573
2022,11,Russia,Honeymoon,Nuwara Eliya,Hostel,10.0,4,36.0,1,Wet Season,0,61846
2017,9,Other,Leisure,Mirissa,4-Star,7.0,2,18.0,0,Dry Season,0,126675
2018,4,Maldives,Business,Gampaha,4-Star,4.0,3,31.0,0,Wet Season,0,162624
2018,1,India,Leisure,Galle,Budget Hotel,9.0,5,23.0,1,Wet Season,0,221787
2018,6,United Kingdom,Adventure,Knuckles Range,Hostel,12.0,1,,0,Dry Season,0,170851
2016,12,India,VFR,Kandy,Budget Hotel,9.0,1,41.0,0,Wet Season,0,244818
2018,11,India,Leisure,Mirissa,Hostel,8.0,1,,1,Wet Season,0,201521
2020,3,France,Leisure,Mirissa,Eco-Lodge,11.0,2,33.0,2,Wet Season,1,12703
2019,4,India,VFR,Colombo,Homestay,15.0,1,58.0,1,Wet Season,1,37142
2019,6,France,Leisure,Colombo,3-Star,11.0,1,24.0,1,Dry Season,0,66901
2019,3,India,Leisure,Bentota,Budget Hotel,5.0,2,34.0,1,Wet Season,0,173040
2023,11,Netherlands,Cultural,Polonnaruwa,Homestay,4.0,1,23.0,4,Wet Season,0,126227
2016,12,Other,Cultural,Sigiriya,Budget Hotel,6.0,2,,1,Wet Season,0,217908
2018,11,Maldives,Transit,Colombo,Homestay,,4,30.0,0,Wet Season,0,217696
2017,8,USA,Business,Gampaha,4-Star,4.0,2,32.0,0,Dry Season,0,173830
2016,3,Other,Adventure,Ella,4-Star,13.0,5,32.0,0,Wet Season,0,185701
2015,3,Other,Adventure,Nuwara Eliya,Boutique,9.0,1,42.0,0,Wet Season,0,165389
2016,2,Italy,Honeymoon,Nuwara Eliya,Budget Hotel,12.0,1,33.0,1,Wet Season,0,189188
2016,6,China,Shopping,Colombo,Boutique,3.0,4,64.0,2,Dry Season,0,132241
2022,5,Australia,Adventure,Sigiriya,4-Star,7.0,1,47.0,0,Dry Season,0,44180
2020,2,United Kingdom,Honeymoon,Nuwara Eliya,Boutique,13.0,2,34.0,1,Wet Season,0,53598
2017,7,India,VFR,Gampaha,4-Star,14.0,1,45.0,0,Dry Season,0,174985
2015,6,South Korea,Cultural,Sigiriya,5-Star,6.0,3,31.0,0,Dry Season,0,113685
2021,3,India,Leisure,Galle,Homestay,6.0,1,35.0,1,Wet Season,1,968
2016,11,Other,Adventure,Ella,Hostel,9.0,2,18.0,0,Wet Season,0,175928
2019,7,Russia,Leisure,Galle,5-Star,13.0,1,54.0,1,Dry Season,0,150016
2022,1,India,Leisure,Colombo,4-Star,9.0,2,49.0,1,Wet Season,0,71865
2017,3,United Kingdom,Adventure,Knuckles Range,Eco-Lodge,17.0,2,52.0,0,Wet Season,0,189908
2023,6,Other,Cultural,Kandy,3-Star,7.0,1,43.0,1,Dry Season,0,101819
2021,11,France,Leisure,Bentota,Budget Hotel,,1,29.0,0,Wet Season,0,8633
2019,5,South Korea,Group Tour,Sigiriya,5-Star,,2,40.0,4,Dry Season,1,41406
2023,3,India,VFR,Kandy,Boutique,7.0,2,25.0,1,Wet Season,0,130115
2018,4,Other,Adventure,Knuckles Range,3-Star,8.0,1,,0,Wet Season,0,182898
2023,6,Other,Cultural,Kandy,5-Star,8.0,3,51.0,0,Dry Season,0,97963
2017,5,United Kingdom,Cultural,Kandy,Hostel,4.0,1,45.0,0,Dry Season,0,144721
2017,8,Japan,Leisure,Colombo,4-Star,13.0,1,39.0,0,Dry Season,0,183480
2018,8,Canada,Leisure,Colombo,Boutique,10.0,2,49.0,0,Dry Season,0,179554
2018,11,Other,Adventure,Nuwara Eliya,3-Star,11.0,1,47.0,0,Wet Season,0,200150
2018,2,United Kingdom,Adventure,Ella,Budget Hotel,10.0,1,,0,Wet Season,0,221544
2023,3,Austraila,VFR,Colombo,Budget Hotel,10.0,1,39.0,0,Wet Season,0,133844
2018,6,India,Business,Gampaha,3-Star,3.0,1,57.0,0,Dry Season,0,167257
2023,11,India,Leisure,Colombo,5-Star,5.0,2,,0,Wet Season,0,119460
2017,11,Netherlands,Cultural,Kandy,4-Star,4.0,2,38.0,1,Wet Season,0,181579
2018,11,India,Leisure,Galle,Budget Hotel,5.0,2,31.0,0,Wet Season,0,208221
2018,1,Other,Cultural,Polonnaruwa,3-Star,5.0,3,40.0,2,Wet Season,0,242941
2016,1,Australia,Adventure,Sigiriya,3-Star,13.0,6,28.0,1,Wet Season,0,241834
2017,12,United Kingdm,Honeymoon,Bentota,3-Star,16.0,3,46.0,1,Wet Season,0,242367
2018,4,Other,Adventure,Nuwara Eliya,Budget Hotel,11.0,2,31.0,0,Wet Season,0,164138
2019,3,India,Leisure,Bentota,4-Star,5.0,2,39.0,0,Wet Season,0,175796
2018,2,France,Cultural,Sigiriya,3-Star,7.0,3,,0,Wet Season,0,242751
2019,1,India,Leisure,Colombo,Boutique,12.0,2,33.0,3,Wet Season,0,195867
2019,11,United Kingdom,Adventure,Knuckles Range,5-Star,16.0,2,51.0,1,Wet Season,0,157384
2015,4,United Kingdom,Leisure,Galle,Budget Hotel,7.0,6,48.0,1,Wet Season,0,133262
2023,11,South Korea,Leisure,Bentota,3-Star,5.0,1,45.0,0,Wet Season,0,119333
2016,2,Canada,Cultural,Anuradhapura,3-Star,7.0,1,48.0,0,Wet Season,0,211009
2017,1,India,VFR,Colombo,5-Star,18.0,1,18.0,3,Wet Season,0,224114
2016,3,France,Leisure,Colombo,Eco-Lodge,,3,42.0,1,Wet Season,0,204255
2018,12,India,Business,Colombo,Hostel,3.0,4,22.0,0,Wet Season,0,262496
2015,6,Australia,Adventure,Ella,5-Star,16.0,2,49.0,0,Dry Season,0,137977
2019,3,Other,Adventure,Ella,Boutique,16.0,1,32.0,0,Wet Season,0,163488
2023,11,Germany,Adventure,Sigiriya,4-Star,15.0,2,47.0,0,Wet Season,0,124951
2016,7,Other,Leisure,Galle,Boutique,8.0,2,37.0,1,Dry Season,0,170271
2020,6,Netherlands,Eco-Tourism,Knuckles Range,4-Star,10.0,2,36.0,0,Dry Season,1,643
2017,1,Switzerland,Eco-Tourism,Yala,Homestay,,2,38.0,0,Wet Season,0,200409
2015,5,Germany,Eco-Tourism,Yala,Boutique,11.0,3,49.0,0,Dry Season,0,113451
2019,3,Maldives,Leisure,Galle,Budget Hotel,6.0,2,43.0,0,Wet Season,0,169453
2016,2,Other,Adventure,Ella,Budget Hotel,8.0,1,58.0,0,Wet Season,0,215276
2016,4,Netherlands,Leisure,Colombo,Homestay,,4,49.0,0,Wet Season,0,160971
2018,5,China,Shopping,Gampaha,Hostel,4.0,4,24.0,2,Dry Season,0,156067
2015,12,Japan,Eco-Tourism,Sinharaja,Eco-Lodge,6.0,1,58.0,1,Wet Season,0,199677
2016,12,Other,Leisure,Bentota,Homestay,6.0,1,33.0,0,Wet Season,0,220519
2023,3,Russia,Honeymoon,Mirissa,Homestay,12.0,3,19.0,0,Wet Season,0,134940
2017,10,Other,Cultural,Kandy,5-Star,4.0,2,18.0,0,Wet Season,0,145493
2018,9,Other,Cultural,Kandy,Homestay,5.0,2,31.0,0,Dry Season,0,151331
2018,11,Other,Cultural,Anuradhapura,Homestay,8.0,2,31.0,4,Wet Season,0,198289
2023,7,China,Shopping,Colombo,Hostel,5.0,5,33.0,0,Dry Season,0,109468
2017,12,USA,Leisure,Bentota,Homestay,12.0,1,18.0,1,Wet Season,0,230728
2015,7,France,Leisure,Colombo,Budget Hotel,6.0,2,53.0,0,Dry Season,0,153846
2017,11,India,Business,Gampaha,Homestay,5.0,2,35.0,1,Wet Season,0,191743
2016,1,Australia,Adventure,Ella,Hostel,8.0,2,18.0,0,Wet Season,0,222131
2020,8,Maldives,Leisure,Galle,4-Star,13.0,2,21.0,1,Dry Season,1,832
2017,7,United Kingdom,Adventure,Knuckles Range,Boutique,15.0,2,44.0,0,Dry Season,0,178999
2023,3,India,Medical,Colombo,Eco-Lodge,9.0,1,43.0,1,Wet Season,0,139024
2018,7,Japan,Eco-Tourism,Wilpattu,4-Star,,4,21.0,0,Dry Season,0,181996
2019,3,India,VFR,Colombo,Boutique,9.0,3,40.0,0,Wet Season,0,178285
2019,2,United Kingdom,Honeymoon,Mirissa,Homestay,14.0,2,24.0,0,Wet Season,0,190793
2017,1,Italy,Honeymoon,Bentota,Boutique,16.0,2,34.0,0,Wet Season,0,230082
2023,12,Other,Leisure,Colombo,4-Star,6.0,2,44.0,0,Wet Season,0,165361
2023,5,United Kingdom,Adventure,Sigiriya,Hostel,,1,38.0,4,Dry Season,0,101408
2015,12,India,Leisure,Bentota,Eco-Lodge,9.0,3,42.0,2,Wet Season,0,213860
2018,9,Japan,Cultural,Anuradhapura,Hostel,7.0,1,42.0,1,Dry Season,0,143945
2018,12,Russia,Beach,Bentota,Budget Hotel,5.0,3,60.0,1,Wet Season,0,248249
2019,8,India,Medical,Colombo,Boutique,17.0,1,39.0,1,Dry Season,0,166278
2020,10,India,VFR,Kandy,Eco-Lodge,12.0,3,52.0,0,Wet Season,1,1648
2023,11,India,Leisure,Colombo,Eco-Lodge,8.0,2,38.0,0,Wet Season,0,135683
2017,11,Canada,Leisure,Colombo,Budget Hotel,8.0,2,32.0,0,Wet Season,0,171194
2019,1,Germany,Eco-Tourism,Wilpattu,Hostel,6.0,4,19.0,0,Wet Season,0,211986
2019,3,India,Business,Gampaha,4-Star,3.0,1,18.0,0,Wet Season,0,186515
2015,11,China,Leisure,Bentota,Hostel,10.0,2,22.0,1,Wet Season,0,150010
2023,7,Other,Adventure,Knuckles Range,3-Star,13.0,1,46.0,3,Dry Season,0,111123
2017,9,Russia,Beach,Arugam Bay,Budget Hotel,4.0,2,33.0,2,Dry Season,0,135161
2016,8,Japan,Cultural,Sigiriya,Boutique,7.0,2,50.0,3,Dry Season,0,153264
2017,3,India,VFR,Kandy,3-Star,16.0,2,30.0,1,Wet Season,0,184742
2023,5,South Korea,Leisure,Mirissa,Boutique,,3,53.0,0,Dry Season,0,97212
2022,12,India,Business,Colombo,Budget Hotel,2.0,2,,0,Wet Season,0,86299
2016,8,India,Leisure,Colombo,Budget Hotel,12.0,3,43.0,4,Dry Season,0,153988
2020,12,India,Leisure,Bentota,Boutique,6.0,6,34.0,0,Wet Season,1,8768
2017,12,Other,Cultural,Anuradhapura,Eco-Lodge,8.0,3,45.0,0,Wet Season,0,244457
2016,6,Other,Adventure,Knuckles Range,5-Star,13.0,1,24.0,0,Dry Season,0,142747
2022,7,Australia,Leisure,Mirissa,Boutique,8.0,2,55.0,1,Dry Season,0,57999
2018,9,Other,Leisure,Galle,Homestay,6.0,1,41.0,1,Dry Season,0,145639
2022,3,China,Shopping,Gampaha,Budget Hotel,5.0,2,18.0,1,Wet Season,0,63639
2017,9,Japan,Leisure,Galle,Homestay,13.0,1,51.0,3,Dry Season,0,148599
2023,2,India,Medical,Colombo,Homestay,10.0,3,38.0,4,Wet Season,0,142322
2016,12,China,Group Tour,Galle,5-Star,7.0,1,44.0,1,Wet Season,0,234096
2017,5,Italy,Leisure,Mirissa,5-Star,6.0,4,26.0,0,Dry Season,0,150134
2015,5,Russia,Beach,Mirissa,5-Star,9.0,1,45.0,2,Dry Season,0,114286
2022,12,France,Cultural,Sigiriya,4-Star,8.0,2,28.0,1,Wet Season,0,76038
2019,12,Australia,Leisure,Galle,5-Star,5.0,2,,0,Wet Season,0,221569
2018,11,India,Business,Colombo,Budget Hotel,4.0,3,43.0,1,Wet Season,0,201345
2016,10,Germany,Eco-Tourism,Sinharaja,Boutique,9.0,1,35.0,0,Wet Season,0,138618
2018,1,China,Shopping,Gampaha,5-Star,5.0,3,44.0,0,Wet Season,0,243083
2019,5,Other,Adventure,Sigiriya,3-Star,7.0,2,35.0,0,Dry Season,1,44729
2019,10,Italy,Honeymoon,Bentota,Eco-Lodge,14.0,3,18.0,1,Wet Season,0,139705
2018,3,India,Business,Gampaha,4-Star,4.0,2,56.0,1,Wet Season,0,220295
2015,10,United Kingdom,Honeymoon,Nuwara Eliya,Budget Hotel,8.0,2,42.0,0,Wet Season,0,125418
2015,1,Netherlands,Cultural,Kandy,Homestay,7.0,1,24.0,0,Wet Season,0,182114
2017,12,Italy,Leisure,Mirissa,Homestay,6.0,1,45.0,1,Wet Season,0,266313
2019,12,Other,Cultural,Kandy,3-Star,9.0,4,18.0,0,Wet Season,0,217114
2017,10,United Kingdm,Leisure,Galle,Hostel,5.0,1,22.0,0,Wet Season,0,147419
2022,6,Other,Cultural,Sigiriya,Eco-Lodge,5.0,4,46.0,2,Dry Season,0,50727
2017,2,Other,Cultural,Anuradhapura,Boutique,8.0,1,57.0,3,Wet Season,0,214161
2018,2,India,Leisure,Mirissa,3-Star,8.0,2,44.0,0,Wet Season,0,246444
2016,6,Maldives,Leisure,Galle,3-Star,6.0,2,44.0,0,Dry Season,0,139833
2022,9,Other,Leisure,Bentota,Homestay,8.0,2,23.0,0,Dry Season,0,45800
2017,4,Canada,Adventure,Nuwara Eliya,Boutique,13.0,2,60.0,0,Wet Season,0,155063
2017,4,Other,Cultural,Anuradhapura,Eco-Lodge,5.0,1,31.0,0,Wet Season,0,165529
2020,6,Maldives,Business,Colombo,5-Star,2.0,5,22.0,3,Dry Season,1,705
2019,6,Japan,Eco-Tourism,Yala,Hostel,8.0,1,,3,Dry Season,0,65583
2023,4,South Korea,Cultural,Polonnaruwa,Hostel,6.0,2,49.0,4,Wet Season,0,113275
2016,9,Other,Adventure,Knuckles Range,4-Star,9.0,5,,0,Dry Season,0,131878
2021,10,South Korea,Group Tour,Sigiriya,Budget Hotel,4.0,2,33.0,0,Wet Season,1,4761
2019,2,Other,Leisure,Mirissa,4-Star,6.0,3,40.0,1,Wet Season,0,186501
2017,8,India,Leisure,Galle,5-Star,12.0,4,44.0,0,Dry Season,0,169361
2018,2,India,Business,Colombo,Hostel,4.0,1,27.0,1,Wet Season,0,223554
2017,8,India,VFR,Colombo,Eco-Lodge,15.0,6,44.0,3,Dry Season,0,164392
2018,7,Russia,Honeymoon,Bentota,Boutique,20.0,1,50.0,0,Dry Season,0,193463
2018,4,United Kingdom,Leisure,Mirissa,4-Star,8.0,2,35.0,0,Wet Season,0,169629
2023,7,USA,Cultural,Polonnaruwa,Eco-Lodge,8.0,4,40.0,0,Dry Season,0,120545
2016,6,Germany,Eco-Tourism,Wilpattu,4-Star,10.0,1,18.0,2,Dry Season,0,135884
2015,3,Netherlands,Eco-Tourism,Sinharaja,Boutique,13.0,1,53.0,0,Wet Season,0,161953
2016,10,France,Eco-Tourism,Wilpattu,Hostel,7.0,2,48.0,2,Wet Season,0,130610
2015,12,Other,Adventure,Knuckles Range,5-Star,9.0,1,31.0,0,Wet Season,0,197258
2019,12,Netherlands,Eco-Tourism,Yala,Hostel,6.0,1,45.0,0,Wet Season,0,203358
2019,1,Other,Cultural,Kandy,Boutique,4.0,1,38.0,3,Wet Season,0,198190
2019,3,Maldives,Leisure,Colombo,Eco-Lodge,,1,45.0,0,Wet Season,0,181072
2016,7,United Kingdom,Adventure,Nuwara Eliya,Budget Hotel,13.0,1,,0,Dry Season,0,175929
2017,10,France,Leisure,Mirissa,Budget Hotel,9.0,1,19.0,4,Wet Season,0,143169
2016,6,Other,Adventure,Nuwara Eliya,Boutique,7.0,1,48.0,3,Dry Season,0,143976
2015,2,Other,Cultural,Polonnaruwa,Homestay,,1,32.0,0,Wet Season,0,170659
2017,10,Russia,Beach,Bentota,4-Star,11.0,4,60.0,2,Wet Season,0,154147
2019,11,Germany,Cultural,Kandy,5-Star,5.0,1,18.0,1,Wet Season,0,157115
2018,12,Japan,Leisure,Colombo,Eco-Lodge,8.0,2,22.0,1,Wet Season,0,266002
2016,6,Other,Cultural,Anuradhapura,Homestay,5.0,1,38.0,3,Dry Season,0,150767
2017,8,India,Medical,Colombo,Homestay,26.0,2,37.0,0,Dry Season,0,176444
2017,11,South Korea,Group Tour,Kandy,Homestay,7.0,2,45.0,0,Wet Season,0,173757
2016,12,India,Business,Colombo,Eco-Lodge,5.0,2,,0,Wet Season,0,222695
2015,3,United Kingdom,Honeymoon,Galle,Homestay,14.0,3,29.0,3,Wet Season,0,165110
2023,8,Other,Leisure,Galle,Boutique,11.0,1,27.0,1,Dry Season,0,124592
2015,3,Other,Leisure,Mirissa,5-Star,7.0,1,18.0,0,Wet Season,0,162260
2022,11,Maldives,Transit,Colombo,5-Star,2.0,2,32.0,0,Wet Season,0,63780
2018,8,India,Medical,Colombo,Hostel,25.0,3,48.0,0,Dry Season,0,177234
2017,10,China,Shopping,Gampaha,4-Star,5.0,2,50.0,0,Wet Season,0,144098
2015,5,Germany,Cultural,Kandy,4-Star,5.0,2,25.0,0,Dry Season,0,113467
2023,2,Canada,Cultural,Anuradhapura,5-Star,8.0,1,49.0,1,Wet Season,0,142149
2022,7,Maldives,Transit,Colombo,4-Star,2.0,2,18.0,1,Dry Season,0,63941
2016,5,India,Business,Gampaha,5-Star,2.0,1,39.0,2,Dry Season,0,130303
2015,8,Russia,Leisure,Mirissa,Hostel,9.0,3,39.0,0,Dry Season,0,136689
2016,6,India,Leisure,Mirissa,3-Star,7.0,3,42.0,3,Dry Season,0,132669
2023,5,Germany,Leisure,Colombo,5-Star,13.0,4,33.0,0,Dry Season,0,87100
2018,3,Other,Cultural,Sigiriya,Eco-Lodge,5.0,1,29.0,0,Wet Season,0,215157
2018,1,Russia,Beach,Mirissa,Boutique,4.0,2,42.0,0,Wet Season,0,222891
2015,5,United Kingdom,Adventure,Ella,3-Star,15.0,4,64.0,1,Dry Season,0,111589
2018,12,South Korea,Cultural,Polonnaruwa,4-Star,5.0,2,41.0,0,Wet Season,0,260835
2022,5,USA,Business,Colombo,5-Star,4.0,2,29.0,1,Dry Season,0,45231
2020,12,USA,Cultural,Sigiriya,4-Star,,4,34.0,0,Wet Season,1,9236
2018,9,Other,Adventure,Ella,4-Star,9.0,5,33.0,0,Dry Season,0,156418
2019,8,Russia,Honeymoon,Mirissa,3-Star,17.0,1,44.0,1,Dry Season,0,159538
2019,3,United Kingdom,Cultural,Anuradhapura,5-Star,7.0,2,31.0,0,Wet Season,0,169608
2016,10,India,Business,Colombo,Hostel,3.0,3,18.0,1,Wet Season,0,146671
2016,4,Other,Adventure,Nuwara Eliya,3-Star,9.0,2,36.0,1,Wet Season,0,150861
2022,10,India,Medical,Colombo,Budget Hotel,22.0,5,,0,Wet Season,0,53497
2015,12,United Kingdom,Honeymoon,Nuwara Eliya,4-Star,20.0,3,29.0,0,Wet Season,0,213352
2017,11,Canada,Adventure,Sigiriya,Boutique,16.0,1,34.0,0,Wet Season,0,186555
2018,7,United Kingdom,Cultural,Sigiriya,Eco-Lodge,5.0,1,42.0,0,Dry Season,0,201422
2017,2,India,Business,Colombo,Boutique,,5,28.0,0,Wet Season,0,210385
2015,4,Other,Adventure,Nuwara Eliya,Boutique,7.0,2,48.0,3,Wet Season,0,119227
2023,11,Germany,Eco-Tourism,Sinharaja,Budget Hotel,7.0,1,58.0,0,Wet Season,0,126588
2018,2,Japan,Eco-Tourism,Yala,Homestay,6.0,2,55.0,1,Wet Season,0,228898
2021,2,India,Medical,Colombo,5-Star,,2,52.0,0,Wet Season,1,919
2016,12,USA,Business,Gampaha,Hostel,4.0,1,31.0,1,Wet Season,0,236103
2015,8,India,Medical,Colombo,3-Star,6.0,2,56.0,0,Dry Season,0,131600
2018,12,Germany,Eco-Tourism,Yala,Eco-Lodge,11.0,1,20.0,0,Wet Season,0,283729
2018,2,United Kingdom,Cultural,Kandy,Eco-Lodge,,2,39.0,2,Wet Season,0,255832
2016,11,India,Business,Gampaha,Homestay,5.0,2,54.0,2,Wet Season,0,184906
2017,3,India,VFR,Gampaha,Hostel,16.0,1,19.0,1,Wet Season,0,200724
2023,11,Other,Leisure,Mirissa,4-Star,9.0,4,28.0,0,Wet Season,0,116253
2016,6,India,Medical,Colombo,Eco-Lodge,10.0,1,36.0,0,Dry Season,0,140973
2016,1,Maldives,Transit,Colombo,Hostel,1.0,1,52.0,1,Wet Season,0,208903
2016,6,Germany,Eco-Tourism,Yala,Hostel,9.0,2,27.0,0,Dry Season,0,149247
2017,12,Other,Cultural,Kandy,Boutique,5.0,4,33.0,1,Wet Season,0,249312
2017,3,Other,Leisure,Galle,Hostel,11.0,2,28.0,0,Wet Season,0,196764
2017,2,United Kingdom,Cultural,Polonnaruwa,Eco-Lodge,5.0,2,45.0,0,Wet Season,0,206192
2018,8,Australia,VFR,Kandy,Boutique,6.0,1,18.0,0,Dry Season,0,185930
2018,6,Maldives,Transit,Colombo,Eco-Lodge,2.0,3,28.0,0,Dry Season,0,158424
2019,3,France,Cultural,Kandy,Eco-Lodge,4.0,1,45.0,0,Wet Season,0,174834
2016,4,Maldives,Transit,Colombo,Eco-Lodge,1.0,2,34.0,0,Wet Season,0,146377
2016,1,India,Medical,Colombo,Eco-Lodge,19.0,2,35.0,0,Wet Season,0,215431
2016,5,India,Business,Gampaha,Boutique,5.0,2,29.0,1,Dry Season,0,134299
2022,5,India,Leisure,Mirissa,Eco-Lodge,6.0,3,48.0,0,Dry Season,0,44996
2016,12,France,Cultural,Sigiriya,Boutique,7.0,2,28.0,1,Wet Season,0,234088
2018,12,Maldives,Business,Colombo,3-Star,3.0,1,35.0,1,Wet Season,0,252962
2023,7,Netherlands,Leisure,Colombo,Homestay,8.0,2,18.0,0,Dry Season,0,111812
2015,1,United Kingdom,Cultural,Sigiriya,Hostel,4.0,1,22.0,2,Wet Season,0,197130
2019,2,Other,Cultural,Kandy,3-Star,8.0,2,23.0,0,Wet Season,0,179665
2015,4,France,Leisure,Colombo,4-Star,8.0,2,,1,Wet Season,0,136826
2017,1,Japan,Leisure,Colombo,Hostel,5.0,2,19.0,1,Wet Season,0,232360
2022,1,Other,Adventure,Nuwara Eliya,Hostel,8.0,2,29.0,2,Wet Season,0,77468
2018,8,USA,Cultural,Sigiriya,Homestay,8.0,2,19.0,0,Dry Season,0,192920
2017,8,Australia,VFR,Gampaha,3-Star,18.0,3,35.0,1,Dry Season,0,169828
2015,4,India,VFR,Colombo,Budget Hotel,16.0,2,32.0,1,Wet Season,0,137990
2016,5,Other,Cultural,Sigiriya,Hostel,9.0,1,35.0,0,Dry Season,0,142572
2017,2,Japan,Leisure,Galle,Budget Hotel,6.0,2,36.0,0,Wet Season,0,209240
2016,11,Other,Cultural,Sigiriya,4-Star,4.0,2,37.0,2,Wet Season,0,177724
2017,11,Maldives,Business,Gampaha,Eco-Lodge,3.0,2,32.0,0,Wet Season,0,182997
2021,8,Other,Cultural,Polonnaruwa,3-Star,5.0,3,39.0,1,Dry Season,1,2327
2018,5,India,Business,Gampaha,3-Star,2.0,4,29.0,0,Dry Season,0,147070
2018,1,China,Group Tour,Galle,Boutique,9.0,4,35.0,0,Wet Season,0,241128
2019,5,Netherlands,Eco-Tourism,Yala,4-Star,8.0,1,32.0,0,Dry Season,1,43616
2015,8,Other,Adventure,Knuckles Range,Homestay,16.0,2,33.0,0,Dry Season,0,139433
2022,12,United Kingdom,Adventure,Nuwara Eliya,Boutique,14.0,1,51.0,0,Wet Season,0,81571
2018,3,India,Business,Colombo,Boutique,2.0,2,29.0,1,Wet Season,0,214097
2017,7,Other,Adventure,Sigiriya,Homestay,15.0,4,39.0,0,Dry Season,0,170367
2017,8,Maldives,Transit,Colombo,3-Star,1.0,5,40.0,1,Dry Season,0,150934
2016,5,Other,Cultural,Kandy,Boutique,9.0,1,,0,Dry Season,0,135607
2015,12,USA,Leisure,Bentota,4-Star,10.0,3,31.0,1,Wet Season,0,206779
2017,10,Germany,Cultural,Anuradhapura,4-Star,4.0,2,,0,Wet Season,0,162880
2015,1,India,VFR,Gampaha,4-Star,14.0,2,45.0,2,Wet Season,0,176835
2017,1,Other,Adventure,Knuckles Range,Homestay,7.0,2,62.0,1,Wet Season,0,232872
2015,7,India,Leisure,Colombo,Hostel,12.0,1,50.0,1,Dry Season,0,148267
2015,12,India,VFR,Colombo,Eco-Lodge,18.0,2,40.0,3,Wet Season,0,219207
2019,8,Indai,Leisure,Galle,Eco-Lodge,9.0,6,36.0,1,Dry Season,0,152438
2016,3,Other,Cultural,Polonnaruwa,Eco-Lodge,9.0,6,43.0,0,Wet Season,0,185794
2019,9,Netherlands,Eco-Tourism,Knuckles Range,3-Star,5.0,5,,0,Dry Season,0,126885
2022,1,India,Medical,Colombo,Eco-Lodge,26.0,1,44.0,2,Wet Season,0,83123
2019,8,India,Medical,Colombo,5-Star,26.0,2,31.0,0,Dry Season,0,140338
2016,1,Switzerland,Adventure,Knuckles Range,4-Star,14.0,1,,0,Wet Season,0,218230
2022,8,India,Business,Gampaha,5-Star,3.0,1,18.0,0,Dry Season,0,52896
2018,7,Japan,Eco-Tourism,Sinharaja,Boutique,6.0,1,37.0,0,Dry Season,0,180592
2015,3,Other,Leisure,Colombo,5-Star,5.0,4,53.0,0,Wet Season,0,152388
2019,7,Canada,Adventure,Ella,Homestay,11.0,3,34.0,2,Dry Season,0,159073
2019,5,China,Leisure,Galle,3-Star,10.0,5,32.0,0,Dry Season,1,39676
